included_for_analysis,start_date,progress,duration,finished,informed_consent,fruit_answer,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,control_engagement_1,control_engagement_2,control_description,proximal_engagement_1,proximal_engagement_2,proximal_description,distal_engagement_1,distal_engagement_2,distal_description,concerned,serious_impact,likely,relative_importance,mitigation_intention_1,mitigation_intention_2,mitigation_intention_3,mitigation_intention_4,mitigation_intention_5,mitigation_intention_6,mitigation_intention_7,policy_support_1,policy_support_2,policy_support_3,policy_support_4,PD_1,PD_2,PD_3,PD_4,math,PD_5,PD_6,PD_7,PD_8,efficacy_1,efficacy_2,efficacy_3,efficacy_4,experience,damage_1,damage_2,age,gender,gender_text,race,ethnicity,education,fossil_fuel,zip_code,zip_code_duration,political_party,political_party_text,political_scale,condition
2,4/2/23 11:50,100,1062,1,1,5,6,6,7,7,7,7,7,7,7,6,6,4,5,5,6,,,,,,,12,11,Climate change is responsible for the adverse weather conditions in our world today that are presenting life threatening circumstances such as the Cyclone Idai which reeked havoc on the African continent in 2019.,5,5,5,4,3,4,3,3,2,2,4,3,3,2,2,2,2,2,4,5,2,3,3,4,4,4,3,4,2,,,8,1,,1,2,3,3,78642,2020,5,Constitutionalists,4,distal
2,3/27/23 11:16,100,1075,1,1,5,6,6,6,7,7,7,7,7,6,5,4,5,4,5,6,,,,,,,11,11,That the recent serious climate episodes that have been ocurring around the world are beinf caused by changes in the earth's athmopheres/climates.  These changes are being caused by polution and rising earth temperature.,6,6,6,6,3,4,2,2,1,2,4,4,4,4,4,1,4,4,5,5,1,4,1,5,4,4,4,4,1,1,2,10,1,,1,2,5,3,78232,1984,1,,6,distal
2,3/27/23 11:12,100,1086,1,1,5,6,7,7,7,7,7,7,7,7,7,5,5,5,7,5,,,,,,,11,12,Let's do as much as we can to help earth and the people of it ,5,6,4,4,3,5,3,5,5,3,4,3,1,2,3,1,3,3,3,5,3,3,4,5,4,1,2,4,2,,,7,1,,2,2,2,3,75237,2022,3,,4,distal
2,3/14/23 8:51,100,1090,1,1,5,7,7,6,7,7,7,7,7,7,6,6,5,6,6,6,,,,,,,12,11,"That climate change  is Real. We need to do more to protect the planet if not to late. As far as cyclone in Africa, I really believe worst will come even impacting the U.S.
",7,7,7,6,3,4,5,5,4,3,4,4,3,4,3,3,3,3,5,5,2,3,3,4,4,4,4,4,1,1,3,8,1,,2,2,3,3,77705,2014,4,,3,distal
2,3/14/23 9:58,100,1121,1,1,5,4,6,5,5,6,6,6,6,5,6,6,6,5,6,6,,,,,,,12,12,I would say that it is talking about the extreme weather ,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,1,4,4,5,2,,1,1,4,3,78572,2018,4,,4,distal
2,3/18/23 6:01,100,1164,1,1,5,6,6,7,6,6,7,7,7,7,7,7,5,7,7,7,,,,,,,12,11,Climate change has caused many natural disasters like hurricanes and fires. The cause of many deaths and economic impact in the world. ,7,7,7,7,1,2,5,1,1,1,1,5,3,5,5,1,1,3,5,5,1,1,1,2,5,5,5,5,1,6,5,5,2,,6,1,3,3,77022,2003,4,,4,distal
2,4/3/23 2:10,100,1191,1,1,5,6,6,7,7,5,6,7,7,7,5,5,4,5,5,5,,,,,,,12,11,Climate change is worth studying and charting historically.,5,4,1,4,4,3,4,4,4,1,2,5,4,5,2,5,4,2,2,5,4,4,5,5,4,4,4,4,1,1,6,8,1,,"3,6",1,5,3,78572,1999,1,,4,distal
0,3/18/23 20:16,100,152,1,1,5,3,4,4,5,4,4,4,5,4,4,5,4,5,4,5,,,,11,10,i do not know,,,,4,4,4,5,2,4,3,3,2,2,3,1,3,3,3,2,3,3,2,2,2,2,2,1,3,3,4,3,2,,,5,2,,1,1,2,3,78238,1990,3,,3,proximal
0,3/18/23 20:33,100,373,1,1,5,2,7,5,7,1,7,3,7,7,2,1,1,4,4,6,12,11,I wouldn't ,,,,,,,1,4,2,2,5,1,1,2,1,1,5,3,3,2,3,4,3,2,3,1,5,3,3,1,1,1,3,3,2,,,8,2,,1,2,5,3,79904,1990,1,,5,control
0,3/18/23 20:39,100,501,1,1,5,4,6,7,6,6,5,6,7,7,6,4,7,6,6,5,,,,12,12,It would be difficult to explain climate change ,,,,4,4,1,2,3,3,3,4,2,3,4,4,2,3,3,3,3,3,3,3,3,2,3,2,3,3,4,4,2,,,9,1,,2,2,4,3,75216,1960,4,,4,proximal
2,3/27/23 11:00,100,1194,1,1,5,7,6,7,7,7,7,7,7,7,6,6,7,6,6,7,,,,,,,10,11,"You have to research information on the climate, and weather, in order to get a better understanding on what is really being said.",7,4,3,5,4,2,1,2,1,4,2,2,1,3,3,3,1,3,4,5,1,3,2,5,4,4,3,3,1,2,5,8,2,,2,2,2,3,77051,1968,4,,4,distal
2,3/14/23 9:23,100,1243,1,1,5,6,5,7,7,6,7,6,6,7,5,6,5,6,6,5,,,,,,,12,12,Climate change is causing extreme weather conditions and changes over the coming years.,6,6,6,7,4,4,3,3,3,4,4,5,5,4,4,1,2,5,5,5,1,1,1,5,5,4,4,5,1,4,4,9,1,,6,1,6,2,78572,1976,4,,4,distal
2,3/19/23 10:09,100,1277,1,1,5,7,7,7,7,7,5,7,7,6,6,5,6,7,7,7,,,,,,,11,9,Cyclone Idai struck Africa in 2019 causing a lot of death and damage. And due to the increased flooding the damage and death was intensified. It is said scientists say it was due to climate change.,4,4,4,2,2,4,2,2,1,2,3,4,1,2,3,3,2,3,2,5,3,4,3,2,4,4,4,4,1,2,5,9,2,,1,2,3,1,77414,About 1971,3,,5,distal
1,3/14/23 8:19,100,1291,1,1,5,6,2,5,5,1,2,4,6,4,1,1,5,5,7,7,,,,,,,11,10,A claim with out any supporting evidence. ,1,2,2,1,5,3,1,1,3,5,1,1,5,1,2,4,4,3,4,5,4,4,3,4,1,1,1,2,2,,,8,1,,1,2,5,3,75234,1990,3,,4,distal
2,3/16/23 20:34,100,1384,1,1,5,7,6,6,6,5,7,6,7,5,4,5,4,5,4,6,,,,,,,11,12,"Dude, climate change is making everything worse though.",5,7,7,4,3,4,5,1,5,5,3,4,5,5,4,2,3,5,5,5,1,3,2,1,4,2,5,5,1,2,3,4,2,,1,2,1,3,77664,Late 2019,5,,4,distal
0,3/18/23 21:41,100,206,1,1,5,4,4,4,5,4,3,5,3,4,5,3,6,5,5,5,,,,,,,10,10,Don't really know ,5,4,4,5,3,3,3,3,1,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,7,1,,2,2,3,3,75041,75041,3,,4,distal
2,3/27/23 19:02,100,1966,1,1,5,7,7,7,7,7,7,7,7,4,1,2,1,6,4,7,,,,,,,12,12,That climate change is happening.,6,7,5,7,3,3,3,4,4,3,3,5,1,4,5,1,1,5,5,5,1,1,1,3,4,4,3,5,1,4,6,6,2,,1,2,3,3,77659,2019,2,,1,distal
0,4/2/23 22:49,100,233,1,1,5,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7,,,,,,,12,12,Family shoes to close the other person we have,7,7,7,7,5,5,3,5,5,4,3,5,3,4,4,4,5,3,4,5,1,4,3,5,5,3,5,5,2,,,6,2,,2,1,2,3,75043,75843,4,,1,distal
0,3/18/23 23:53,100,337,1,1,5,7,5,5,6,5,7,7,6,5,5,7,5,6,7,7,8,8,Na,,,,,,,5,4,3,6,2,2,2,4,4,5,4,3,3,3,3,1,2,3,4,5,2,4,4,4,3,3,3,4,2,,,6,2,,3,1,4,3,76450,2023,1,,6,control
2,3/14/23 19:24,100,1992,1,1,5,6,7,7,7,6,5,6,7,5,3,5,3,6,6,7,,,,,,,12,10,"There are studies of whether phenomena that show an increase in severity due to global warming factors. Although the information I was privileged to was not specific about what data this hypothesis was based on, nor did it reference authors or specific articles where they’re conclusions could be backed up by scientific standards. I was left unimpressed but willing to investigate privately ",4,5,7,7,3,4,1,4,1,1,4,5,3,4,4,1,1,5,5,5,1,1,1,5,5,5,5,5,1,7,6,5,1,,"1,3",1,3,2,77658,2000,5,Yet to see the people represented justly and  they’re true best interests actually achieved without some corruption as its byproduct.,4,distal
2,3/14/23 10:31,100,2253,1,1,5,6,5,5,5,6,6,7,6,6,5,5,5,4,5,4,,,,,,,11,10,The earth is old and their is significant change in weather patterns because of people and how people have effects nature's balance so now the weather patterns are altered.,5,6,7,5,3,2,2,2,4,2,4,2,3,2,4,2,2,4,4,5,2,2,3,4,3,3,3,4,2,,,8,2,,2,2,4,3,76541,1966,4,,4,distal
2,3/14/23 8:25,100,2439,1,1,5,6,5,6,6,6,5,6,6,5,5,5,4,5,5,5,,,,,,,11,11,"climate change is bad, 
 it causes lots of damage to nature and our infrastructure/economy ",6,6,6,6,3,3,2,4,1,1,3,4,3,3,3,3,3,3,4,5,2,3,2,3,4,4,4,4,2,,,5,2,,1,2,3,3,76182,2019,4,,3,distal
0,3/19/23 0:31,100,745,1,1,5,5,4,4,4,4,3,4,4,3,5,4,3,4,1,4,,,,11,9,The effects o the disaster is disappointing to say that ,,,,4,3,5,4,4,3,3,2,3,1,3,3,3,2,2,3,1,3,3,3,3,2,3,4,4,3,4,2,1,3,4,7,4,,2,2,3,3,76017,1999,1,,5,proximal
2,3/17/23 11:22,100,166,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,12,12,Absolutely hate people suffering so much without water food shelter ,,,,1,1,7,7,3,1,3,2,3,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,2,,1,1,2,3,78415,2010,1,,7,proximal
0,3/19/23 1:31,100,524,1,1,5,6,6,6,7,7,7,7,6,7,7,6,5,7,7,7,12,12,Nothing ,,,,,,,7,7,7,7,4,4,4,4,4,5,4,3,5,4,5,4,5,3,5,5,4,5,5,5,4,4,4,4,2,,,6,1,,2,2,3,1,75110,75110,3,,4,control
0,3/19/23 1:05,100,2089,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,12,12, They were talking about the catastrophic hurricanes I’ve done to our country! ,,,,6,6,4,7,5,1,1,5,1,1,1,1,1,1,1,5,5,1,5,1,2,1,1,5,5,5,5,5,1,4,5,7,2,,1,2,3,3,75087,75087,1,,7,proximal
2,3/14/23 10:15,100,169,1,1,5,6,7,5,6,5,6,7,5,5,5,4,6,3,6,6,,,,11,11,That hurricanes are dangerous and you have to be prepared for it ,,,,6,6,6,6,4,4,3,3,2,3,2,3,2,4,4,2,4,4,4,5,4,4,3,3,4,5,4,4,2,,,4,1,,1,1,2,3,77001,2004,4,,4,proximal
0,3/19/23 3:33,100,442,1,1,5,2,7,6,5,2,6,6,6,5,3,3,4,6,5,5,,,,,,,12,12,It's about how climate change is really effecting the earth and people on it,5,5,7,5,5,1,1,1,5,1,1,1,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,6,6,2,,1,2,3,3,79065,1986,1,,6,distal
0,3/19/23 5:02,100,95,1,1,5,4,5,6,4,4,4,5,5,4,5,3,6,4,7,3,,,,,,,10,9,pointless information.,4,2,4,4,3,3,3,5,3,4,3,2,3,4,4,2,3,1,4,3,3,3,3,3,2,4,4,2,2,,,5,2,,1,1,3,"2,3",78207,1991,3,,4,distal
2,3/14/23 9:15,100,172,1,1,5,5,5,4,3,6,4,3,5,6,6,5,4,5,5,6,,,,11,10,That there is a bad weather coming and we need to find different alternatives to not be affected by it.,,,,2,4,6,3,5,3,4,2,4,3,4,5,3,4,4,2,3,4,2,5,4,4,2,3,4,4,2,3,1,6,5,6,2,,1,1,5,2,77023,1999,4,,2,proximal
2,3/17/23 11:35,100,172,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,12,12,That some weather activities impact earth and people in many ways which may be negative ,,,,7,7,7,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,2,,2,2,2,3,77407,2022,3,,4,proximal
0,3/19/23 9:56,100,185,1,1,5,5,4,4,3,5,3,5,4,3,1,4,2,4,4,4,10,10,Idk really ,,,,,,,4,5,6,4,4,2,2,4,3,3,1,3,1,4,2,5,2,5,4,4,3,2,2,4,2,3,3,3,2,,,5,2,,1,2,4,3,78028,2016,1,,4,control
2,3/14/23 10:01,100,175,1,1,5,7,5,7,7,7,7,7,7,7,1,7,7,7,7,7,,,,10,10,Climate change is on the rise ,,,,7,7,7,7,5,3,1,2,5,5,4,3,3,3,4,5,5,5,3,5,5,5,5,5,5,5,5,5,2,,,5,2,,1,2,5,3,78704,2022,5,,4,proximal
0,3/19/23 10:34,100,310,1,1,5,6,5,6,6,6,6,7,7,6,1,3,1,5,4,4,12,12,Climate change is getting worse ,,,,,,,5,5,6,4,2,2,3,4,4,3,3,3,2,3,3,2,2,4,4,4,2,2,2,4,4,4,4,4,2,,,7,2,,1,2,4,2,79706,2016,3,,4,control
0,3/19/23 10:28,100,811,1,1,5,7,7,7,7,7,7,7,7,5,4,5,5,5,5,5,,,,,,,11,12,I don't know ,7,7,7,7,3,3,5,1,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,,,8,2,,1,2,3,3,75214,1966,3,,4,distal
2,3/18/23 11:43,100,190,1,1,5,6,6,5,5,6,6,6,6,5,6,6,5,4,5,6,,,,11,11,Climate change,,,,5,6,5,5,3,1,3,1,4,4,4,4,4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,4,2,,,5,2,,4,2,6,3,76028,2022,4,,1,proximal
0,3/19/23 10:53,100,531,1,1,5,4,3,4,2,3,5,4,3,2,4,5,3,4,4,2,,,,10,10,Don't know ,,,,4,3,5,3,3,3,3,4,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,6,2,,2,2,3,3,77033,1999,3,,4,proximal
2,3/14/23 10:31,100,201,1,1,5,3,7,5,7,6,7,7,7,5,7,7,3,7,7,6,,,,12,12,Climate controls becoming an issue 2019 it was a devastating storm that rocked Texas,,,,5,1,3,7,3,4,2,3,3,4,2,3,3,1,1,4,3,3,3,5,5,3,4,3,3,3,3,3,2,,,7,2,,6,1,3,3,77026,2020,4,,2,proximal
2,3/13/23 8:00,100,237,1,1,5,6,5,4,6,4,5,5,6,5,6,6,5,5,6,3,,,,12,12,"Extreme weather, events are becoming way more common due to climate change. There are many examples, including the hurricane in Texas, and hurricane in Florida.",,,,6,6,6,6,5,2,5,5,5,5,4,5,5,5,5,1,5,5,5,5,1,1,1,5,4,5,5,4,2,,,5,1,,1,2,5,3,78746,1992,4,,2,proximal
2,3/19/23 11:09,100,244,1,1,5,6,6,7,7,7,7,7,7,7,3,7,6,7,7,5,,,,12,12,"It is important to recognize climate change, and the impact that it may have an extreme weather",,,,3,6,3,4,3,3,4,4,5,3,3,5,3,4,4,2,3,4,5,5,2,3,5,5,5,5,5,5,2,,,4,2,,2,2,3,3,77004,2020,3,,4,proximal
2,3/27/23 12:34,100,246,1,1,5,3,2,5,5,3,6,7,6,2,5,4,3,5,5,4,,,,12,10,Climate change is getting bad now with weather being more violent in recent years,,,,7,7,7,6,3,5,3,5,3,4,4,3,3,2,1,3,3,5,3,5,1,3,4,2,5,4,3,5,1,5,5,5,1,,2,2,5,3,77713,2022,2,,2,proximal
2,3/17/23 10:48,100,248,1,1,5,6,7,7,7,7,7,7,7,7,7,7,5,5,7,5,,,,12,12,Basically the World is getting old and worn out ,,,,7,7,7,6,4,4,5,5,5,5,3,4,5,5,5,5,3,5,5,5,1,2,2,5,5,5,5,5,1,7,7,5,2,,2,2,2,3,75216,2001,3,,7,proximal
0,3/19/23 12:14,100,228,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,No idea ,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,7,2,,1,2,3,3,77632,2023,3,,4,control
2,3/27/23 11:36,100,251,1,1,5,6,6,7,5,6,5,5,5,5,7,5,7,6,5,6,,,,12,12,Keep your our eyes on the news and make sure you have everything you need just in case another hurricane comes ,,,,7,6,7,6,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,,,5,2,,2,2,2,3,75212,2022,3,,1,proximal
2,3/13/23 8:11,100,252,1,1,5,3,7,6,6,4,7,7,7,7,7,4,3,7,6,5,,,,8,8,It was about weather is more extreme rather than looking at how severe weather has cycles.,,,,1,1,4,1,5,1,1,3,1,4,1,1,1,1,1,1,1,1,1,5,3,1,4,1,1,1,1,1,2,,,7,2,,1,2,5,3,75048,1999,3,,7,proximal
2,3/17/23 11:16,100,262,1,1,5,6,3,5,5,5,6,7,7,7,5,3,6,5,6,6,,,,11,10,Climate change is going to continue to play a bigger role in the worsening weather developments we experience as felt by Hurricane Imelda in 2019. ,,,,7,7,7,7,1,4,1,1,1,3,2,1,5,5,4,1,1,5,5,5,1,1,1,5,5,5,4,4,1,2,5,5,1,,4,2,5,3,77479,2012,4,,2,proximal
0,3/19/23 14:19,100,273,1,1,5,6,5,5,6,6,5,6,6,5,5,6,5,6,6,5,,,,,,,10,10,Disasters that happen among us like tornadoes.  ,7,7,7,5,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,7,2,,1,2,2,3,75684,2022,3,,4,distal
2,3/16/23 4:14,100,274,1,1,5,7,7,7,7,7,7,6,7,7,6,7,3,6,6,7,,,,11,10,They say climate change from 2022 is worse and getting worse causing natural disasters ,,,,7,7,5,6,3,4,3,5,2,4,4,4,4,5,5,4,4,4,5,5,2,4,3,2,3,4,3,4,2,,,6,2,,1,2,3,3,76308,2021,1,,4,proximal
2,3/14/23 8:38,100,277,1,1,5,6,6,6,6,6,6,7,7,7,5,5,6,4,6,5,,,,11,11,Nature and its actions,,,,6,6,5,5,2,5,3,4,2,1,4,4,4,5,4,2,2,4,4,5,2,2,2,3,4,4,4,4,2,,,6,1,,1,2,5,3,75219,2010,4,,4,proximal
0,3/19/23 14:51,100,575,1,1,5,4,4,6,7,7,7,7,7,7,5,6,7,5,4,4,10,12,Talking about climate change,,,,,,,2,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,8,2,,2,2,6,3,77090,2010,4,,1,control
2,3/27/23 11:25,100,294,1,1,5,7,7,7,7,5,7,7,7,6,4,3,2,5,6,5,,,,12,12,It is stating events that occurred and how significant the damage was and it’s a result of climate change ,,,,7,7,7,7,5,5,4,4,3,3,5,4,3,5,5,1,1,5,5,5,1,1,1,4,5,5,5,3,2,,,6,2,,1,1,3,3,76905,1985,4,,2,proximal
2,3/14/23 8:14,100,298,1,1,5,7,7,7,7,7,7,7,7,6,5,5,6,7,6,7,,,,12,12,The effects of climate change in the year 2022.,,,,6,6,6,5,3,5,2,5,5,5,5,4,3,3,3,4,3,4,4,5,2,4,3,3,4,4,4,4,2,,,5,1,,1,1,3,3,75165,2019,3,,4,proximal
0,3/13/23 8:00,31,88,0,1,5,7,7,7,7,7,7,7,7,6,4,6,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/13/23 8:07,23,147,0,1,5,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 8:12,11,173,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 8:12,40,291,0,1,5,7,6,7,7,5,7,7,7,5,5,4,2,5,6,5,,,,12,11,Storms likely to happen because of climate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 8:16,11,18,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 8:26,23,165,0,1,5,7,7,7,3,7,3,7,6,7,7,7,3,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 8:18,51,772,0,1,5,4,4,7,6,3,4,6,7,5,3,3,3,4,5,4,,,,,,,11,11,Climate change has made cyclones more devastating.,4,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/14/23 8:34,11,35,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 8:28,54,460,0,1,5,7,7,7,7,7,6,7,5,5,4,4,4,4,4,6,,,,,,,10,10,Climate change is accelerating through natural reasons and human intervention.,7,7,6,7,3,4,4,5,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/14/23 8:37,31,51,0,1,5,6,6,6,5,6,7,6,6,4,1,1,4,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
2,3/14/23 8:38,100,306,1,1,5,3,2,4,1,5,1,5,7,2,6,2,2,7,6,6,,,,10,10,Climate change isn’t a topic I like to discuss ,,,,1,1,1,1,5,1,1,5,1,4,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,,,4,2,,1,2,3,3,78884,2003,5,,4,proximal
0,3/14/23 8:41,23,149,0,1,5,5,6,6,7,7,7,6,7,5,4,4,5,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 8:44,14,96,0,1,5,7,7,7,7,5,7,5,7,7,5,6,6,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,3/14/23 8:48,11,13,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 8:07,57,2769,0,1,5,7,7,7,7,7,6,7,7,2,5,7,6,1,7,4,,,,,,,9,9,"People are dying due to climate control. Something that no one can control. It’s best if you stay inside til it’s safe to go out. 
People are losing their homes due to the heavy rainfalls and the unexpected fires that are caused by this climate control. 
I just think that we are not safe anywhere anymore. 
The world is just coming to an end. ",5,7,6,6,5,1,5,5,1,2,5,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/14/23 8:44,54,1101,0,1,5,3,4,6,5,5,5,7,7,5,7,6,1,4,5,3,,,,,,,11,11,Easy to to read infrormation  for a weather emergency ,3,3,4,6,5,4,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/14/23 9:13,11,59,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 9:32,40,285,0,1,5,7,7,6,7,7,7,7,7,7,7,7,5,5,7,5,,,,10,10,Not really sure ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 10:12,11,32,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 10:04,14,518,0,1,5,7,4,7,7,7,7,4,7,7,4,4,4,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,3/14/23 10:14,11,37,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 11:42,57,318,0,1,5,3,5,6,7,7,7,7,6,5,2,6,4,6,4,7,,,,,,,12,10,I am shocked ,5,6,4,5,3,5,2,3,3,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/14/23 14:45,51,280,0,1,5,5,6,6,7,1,7,7,7,6,2,2,4,7,7,6,12,12,It's a disaster what the world is coming to.,,,,,,,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,3/14/23 16:10,23,148,0,1,5,4,4,4,6,4,4,6,5,5,4,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
2,3/16/23 0:01,100,322,1,1,5,7,2,5,5,7,6,1,5,1,1,2,3,2,2,4,,,,12,12,Climate change makes bad storms more likely. ,,,,7,7,7,7,4,5,2,2,4,2,2,5,5,4,4,2,1,5,5,5,1,1,1,5,4,4,4,5,2,,,5,2,,1,2,6,3,76706,2012,4,,1,proximal
0,3/14/23 18:50,11,195,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/14/23 20:10,23,51,0,1,5,2,3,3,2,2,2,2,5,3,4,3,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/14/23 10:02,51,67193,0,1,5,6,6,6,6,6,6,7,7,6,3,2,7,3,3,5,,,,12,11,climate change is a serious phenomenon and it is more likely to effect our infrastructure and economy from hurricane and heavy rainfall just like it did in the texas in 2019.,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/15/23 6:24,23,121,0,1,5,7,7,7,7,7,7,7,7,7,6,6,4,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/15/23 8:47,31,324,0,1,5,5,5,6,6,6,6,6,7,5,5,4,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/15/23 8:54,23,298,0,1,5,5,6,6,6,5,5,7,7,5,7,7,7,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/15/23 12:19,14,72,0,1,5,6,4,6,2,6,7,7,6,4,4,5,4,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,3/15/23 16:04,40,224,0,1,5,7,1,5,4,1,5,4,7,1,4,6,6,3,6,5,,,,,,,8,9,My sister is pretty nice and funny ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
0,3/15/23 17:32,51,95,0,1,5,3,3,5,2,3,5,5,5,2,4,4,2,4,6,2,,,,9,9,Idk,,,,1,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proximal
0,3/15/23 21:27,11,195,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/16/23 8:31,14,122,0,1,5,5,5,6,6,5,7,6,5,6,2,4,5,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,3/16/23 10:14,11,19,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3/17/23 1:50,31,330,0,1,5,4,7,7,7,7,7,7,7,7,7,7,4,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distal
